date,predicted_price_close,actual_price_close
2022-10-05,19461.55286700554,20162.0
2022-10-06,19439.160261560977,19951.0
2022-10-07,19450.40696025535,19532.0
2022-10-08,19110.117832471205,19420.0
2022-10-09,18972.622235011957,19445.0
2022-10-10,19591.748518858592,19131.0
2022-10-11,20328.575473463174,19059.0
