date,predicted_price_close,actual_price_close,percent_error
2022-10-05,0.6943734393307568,0.467,48.688102640419004
2022-10-06,0.6748018171415817,0.482,40.000377000328164
2022-10-07,0.6831837155045659,0.481,42.03403648743574
2022-10-08,0.6707918417641263,0.49,36.896294237576804
2022-10-09,0.6650118796168655,0.492,35.16501618228973
2022-10-10,0.6884597355834987,0.472,45.86011347108025
2022-10-11,0.6848385542221191,0.454,50.84549652469585
